forretningsproces,kommunekode,registreringFra,virkningFra,status,byg007Bygningsnummer,byg021BygningensAnvendelse,byg026Opførelsesår,byg032YdervæggensMateriale,byg033Tagdækningsmateriale,byg037KildeTilBygningensMaterialer,byg038SamletBygningsareal,byg039BygningensSamledeBoligAreal,byg040BygningensSamledeErhvervsAreal,byg041BebyggetAreal,byg042ArealIndbyggetGarage,byg043ArealIndbyggetCarport,byg044ArealIndbyggetUdhus,byg045ArealIndbyggetUdestueEllerLign,byg046SamletArealAfLukkedeOverdækningerPåBygningen,byg047ArealAfAffaldsrumITerrænniveau,byg048AndetAreal,byg049ArealAfOverdækketAreal,byg050ArealÅbneOverdækningerPåBygningenSamlet,byg051Adgangsareal,byg053BygningsarealerKilde,byg054AntalEtager,byg056Varmeinstallation,byg057Opvarmningsmiddel,byg058SupplerendeVarme,byg069Sikringsrumpladser,byg133KildeTilKoordinatsæt,byg134KvalitetAfKoordinatsæt,byg135SupplerendeOplysningOmKoordinatsæt,byg136PlaceringPåSøterritorie,byg404Koordinat,byg406Koordinatsystem
25,173,2017-08-28T08:32:54.751892Z,2017-08-28T08:32:54.751892Z,6,1,120,1922,1,5,5,90,130,,90,,,,12,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(718925.87 6187695.62 0),5
25,173,2017-08-28T08:32:55.157847Z,2017-08-28T08:32:55.157847Z,6,1,120,1959,1,6,2,134,207,,134,,,,,,,,9,,,1,1,2,7,2,,K,1,31,0,POINT Z(719620.12 6186714.7 0),5
25,173,2017-08-28T08:33:10.486264Z,2017-08-28T08:33:10.486264Z,6,1,120,1943,1,5,2,109,192,,109,,,,,,,,,,,2,1,2,7,2,,K,1,31,0,POINT Z(719666.64 6187132.32 0),5
25,173,2017-08-28T08:33:12.955067Z,2017-08-28T08:33:12.955067Z,6,4,120,1890,4,7,5,53,53,,53,,,,,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(719902.44 6186863.26 0),5
25,173,2017-08-28T08:33:13.501961Z,2017-08-28T08:33:13.501961Z,6,1,120,1943,1,5,1,89,89,,89,,,,,,,,,,,1,1,2,7,2,,K,1,31,0,POINT Z(719465.68 6187806.18 0),5
25,173,2017-08-28T08:33:29.671674Z,2017-08-28T08:33:29.671674Z,6,1,120,1931,1,5,5,114,194,,114,,,,,,,,39,,,5,1,5,1,5,,K,1,31,0,POINT Z(718742.85 6188128.91 0),5
25,173,2017-08-28T08:33:32.218335Z,2017-08-28T08:33:32.218335Z,6,1,120,1971,1,1,5,181,181,,181,,,,,,,,,,,5,1,2,7,5,,K,1,31,0,POINT Z(719445.38 6187640.9 0),5
25,173,2017-08-28T08:33:33.406206Z,2017-08-28T08:33:33.406206Z,6,1,120,1936,1,5,2,115,115,,115,,,,,,,,,,,2,1,2,7,2,,K,1,31,0,POINT Z(718741.07 6187493.08 0),5
25,173,2017-08-28T08:33:36.531331Z,2017-08-28T08:33:36.531331Z,6,1,120,1984,1,4,5,138,138,,138,,,,,,,,,,,5,1,2,7,2,,K,1,31,0,POINT Z(719469.48 6187680.53 0),5
25,173,2017-08-28T08:33:38.041846Z,2017-08-28T08:33:38.041846Z,6,1,120,1934,1,5,5,91,158,,91,,,,,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(719785.37 6186887.97 0),5
25,173,2017-08-28T08:33:45.349584Z,2017-08-28T08:33:45.349584Z,6,1,120,1910,1,5,5,137,200,,137,28,,,,,,,,,,5,1,2,3,5,,K,1,31,0,POINT Z(718786.65 6187660.28 0),5
25,173,2017-08-28T08:33:49.545074Z,2017-08-28T08:33:49.545074Z,6,1,120,1972,1,5,5,161,161,,161,,,,,,,,,,,5,1,2,7,5,,K,1,31,0,POINT Z(718616.31 6187478.89 0),5
25,173,2017-08-28T08:33:50.681996Z,2017-08-28T08:33:50.681996Z,6,1,120,1922,1,5,5,117,182,,117,,,,,,,,4,,,5,1,2,7,2,,K,1,31,0,POINT Z(719421.29 6187685.52 0),5
25,173,2017-08-28T08:33:56.938006Z,2017-08-28T08:33:56.938006Z,6,1,120,1903,1,3,1,260,260,,130,,,,,,,,,,,1,2,2,7,2,,K,1,31,0,POINT Z(719500.88 6187239.62 0),5
25,173,2017-08-28T08:34:09.577566Z,2017-08-28T08:34:09.577566Z,6,1,120,1890,4,7,5,80,80,,80,,,,,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(719865.54 6186861.41 0),5
25,173,2017-08-28T08:34:17.015622Z,2017-08-28T08:34:17.015622Z,6,1,120,1954,1,5,2,76,126,,76,,,,,,,,,,,2,1,2,7,90,,K,1,31,0,POINT Z(718759.42 6187954.59 0),5
25,173,2017-08-28T08:34:20.04421Z,2017-08-28T08:34:20.04421Z,6,1,120,2011,1,5,2,126,241,,126,,,,,,,,,,,2,1,2,7,2,,K,1,31,0,POINT Z(719603.44 6187323.99 0),5
25,173,2017-08-28T08:34:22.04572Z,2017-08-28T08:34:22.04572Z,6,1,120,1936,1,5,5,82,142,,82,,,,15,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(719750.97 6187064.16 0),5
25,173,2017-08-28T08:34:23.496569Z,2017-08-28T08:34:23.496569Z,6,1,120,1958,1,1,1,194,194,,194,,,,,,,,20,,,2,1,5,1,,,K,1,31,0,POINT Z(719729.23 6187406.59 0),5
25,173,2017-08-28T08:34:27.349731Z,2017-08-28T08:34:27.349731Z,6,1,120,1952,1,5,5,100,170,,100,,,,,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(719518.08 6187541.35 0),5
25,173,2017-08-28T08:34:32.521814Z,2017-08-28T08:34:32.521814Z,6,1,120,1936,1,5,5,86,133,,86,,,,4,,,,18,,,5,1,2,7,2,,K,1,31,0,POINT Z(718796.26 6187999.4 0),5
25,173,2017-08-28T08:34:32.976226Z,2017-08-28T08:34:32.976226Z,6,1,120,1937,1,5,5,78,147,,78,,,,,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(718721.73 6187484.61 0),5
25,173,2017-08-28T08:34:40.818392Z,2017-08-28T08:34:40.818392Z,6,1,120,1913,1,5,5,72,112,,72,,,,,,,,,,,5,1,2,7,2,,K,1,31,0,POINT Z(719639.41 6187508.89 0),5
25,173,2017-08-28T08:34:49.985891Z,2017-08-28T08:34:49.985891Z,6,1,120,2015,5,4,2,116,207,,116,,,,,,,,,,,2,1,2,7,,,M,1,31,0,POINT Z(719454.04 6187445.17 0),5
25,173,2017-08-28T08:34:54.752492Z,2017-08-28T08:34:54.752492Z,6,1,120,1961,1,3,1,152,126,26,152,,,,,,,,,,,2,1,2,7,5,,K,1,31,0,POINT Z(719707 6187511.53 0),5
25,173,2017-08-28T08:34:56.246018Z,2017-08-28T08:34:56.246018Z,6,1,120,1932,1,5,1,95,170,,95,,,,,,,,,,,1,1,2,7,2,,K,1,31,0,POINT Z(719494.44 6187507.32 0),5
25,173,2017-08-28T08:34:59.454715Z,2017-08-28T08:34:59.454715Z,6,1,120,1906,1,3,1,165,273,27,165,,,,,,,,,,,1,1,2,7,2,,K,1,31,0,POINT Z(719428.49 6186335.95 0),5
25,173,2017-08-28T08:35:03.246957Z,2017-08-28T08:35:03.246957Z,6,1,120,1926,1,5,5,134,198,,134,,,,10,,,,,,,5,1,2,7,90,,K,1,31,0,POINT Z(718838.21 6187536.31 0),5
25,173,2017-08-28T08:35:05.381914Z,2017-08-28T08:35:05.381914Z,6,1,120,1964,1,3,1,118,118,,118,,,,,,,,,,,1,1,2,7,,,K,1,31,0,POINT Z(719688.81 6186713.29 0),5
25,173,2017-08-28T08:35:11.085151Z,2017-08-28T08:35:11.085151Z,6,1,120,1938,1,2,1,87,87,,87,,,,,,,,,,,1,1,2,7,,,K,1,31,0,POINT Z(719640.93 6186895.86 0),5
25,173,2017-08-28T08:35:11.775963Z,2017-08-28T08:35:11.775963Z,6,1,120,1947,1,2,1,112,112,,112,,,,,,,,,,,2,1,2,3,,,K,1,31,0,POINT Z(719581.66 6186903.15 0),5
25,173,2017-08-28T08:35:16.030017Z,2017-08-28T08:35:16.030017Z,6,1,120,1951,1,5,2,81,137,,81,,,,,,,,,,,1,1,2,7,2,,K,1,31,0,POINT Z(719451.71 6187401.7 0),5
25,173,2017-08-28T08:35:17.12381Z,2017-08-28T08:35:17.12381Z,6,1,120,1945,1,5,5,121,176,,121,,,,14,,,,,,,5,1,2,7,5,,K,1,31,0,POINT Z(718910.38 6187576.41 0),5
25,173,2017-08-28T08:35:18.201946Z,2017-08-28T08:35:18.201946Z,6,1,120,1949,2,2,5,200,109,65,200,,26,,,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(718838.27 6187879.69 0),5
25,173,2017-08-28T08:35:24.07564Z,2017-08-28T08:35:24.07564Z,6,1,120,1952,1,5,5,80,144,,80,,,,,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(718679.94 6188040.59 0),5
25,173,2017-08-28T08:35:25.528824Z,2017-08-28T08:35:25.528824Z,6,1,120,1946,1,5,5,102,87,,102,15,,,,,,,10,,,5,1,2,7,,,K,1,31,0,POINT Z(719701.94 6187042.83 0),5
25,173,2017-08-28T08:35:32.389163Z,2017-08-28T08:35:32.389163Z,6,1,120,1937,1,3,1,188,240,,188,,,,,,,,,,,1,1,2,7,5,,K,1,31,0,POINT Z(719267.92 6186364.29 0),5
25,173,2017-08-28T08:35:34.323438Z,2017-08-28T08:35:34.323438Z,6,1,120,1975,1,3,1,172,172,,172,,,,,,,,,,,1,1,2,3,,,K,1,31,0,POINT Z(719709.87 6187087.41 0),5
25,173,2017-08-28T08:35:36.979481Z,2017-08-28T08:35:36.979481Z,6,1,120,1965,1,3,5,131,131,,131,,,,,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(719696.24 6187379.54 0),5
25,173,2017-08-28T08:35:42.25372Z,2017-08-28T08:35:42.25372Z,6,1,120,1956,1,2,5,188,188,,114,,,,,,,,,,,5,2,2,7,5,,K,1,31,0,POINT Z(719698.42 6187204.86 0),5
25,173,2017-08-28T08:35:43.471059Z,2017-08-28T08:35:43.471059Z,6,1,120,1948,1,5,1,100,180,,100,,,,,,,,,,,1,1,2,3,5,,K,1,31,0,POINT Z(719416.35 6187550.75 0),5
25,173,2017-08-28T08:35:46.236069Z,2017-08-28T08:35:46.236069Z,6,1,120,1960,1,3,1,110,110,,110,,,,,,,,,,,1,1,1,,90,,K,1,31,0,POINT Z(719294.25 6186389.68 0),5
25,173,2017-08-28T08:35:46.628867Z,2017-08-28T08:35:46.628867Z,6,1,120,1935,1,2,1,146,221,,146,,,,,,,,,,,1,1,2,3,,,K,1,31,0,POINT Z(719589.48 6186788.32 0),5
25,173,2017-08-28T08:35:51.410114Z,2017-08-28T08:35:51.410114Z,6,1,120,2013,1,4,2,193,251,,193,,54,,,,,,,,,2,1,2,7,,,K,1,31,0,POINT Z(719264.34 6186396.5 0),5
25,173,2017-08-28T08:35:54.810619Z,2017-08-28T08:35:54.810619Z,6,1,120,1927,5,5,1,103,134,,103,17,,,,,,,22,,,1,1,2,7,2,,K,1,31,0,POINT Z(719583.34 6187350.85 0),5
25,173,2017-08-28T08:35:55.85754Z,2017-08-28T08:35:55.85754Z,6,1,120,1940,1,2,5,139,139,,139,,,,,,,,,,,2,1,2,7,5,,K,1,31,0,POINT Z(719704.46 6187766.16 0),5
25,173,2017-08-28T08:35:56.920081Z,2017-08-28T08:35:56.920081Z,6,1,120,1892,1,3,5,195,184,,106,,,,11,,,,,,,5,2,2,7,5,,K,1,31,0,POINT Z(718840.78 6187001.1 0),5
25,173,2017-08-28T08:35:57.952658Z,2017-08-28T08:35:57.952658Z,6,1,120,1941,2,2,2,114,114,,114,,,,,,,,,,,2,1,2,7,2,,K,1,31,0,POINT Z(719717.89 6187474.44 0),5
25,173,2017-08-28T08:35:58.438463Z,2017-08-28T08:35:58.438463Z,6,1,120,1944,1,5,5,89,89,,89,,,,,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(718625.09 6188161.35 0),5
25,173,2017-08-28T08:36:03.39864Z,2017-08-28T08:36:03.39864Z,6,1,120,1910,1,5,1,216,200,16,126,,,,,,,,,,,1,2,2,3,2,,K,1,31,0,POINT Z(719483.22 6187547.22 0),5
25,173,2017-08-28T08:36:23.642619Z,2017-08-28T08:36:23.642619Z,6,1,120,1934,5,4,5,55,103,,55,,,,,,,,16,,,5,1,2,7,2,,K,1,31,0,POINT Z(719618.11 6187386.71 0),5
25,173,2017-08-28T08:36:24.158264Z,2017-08-28T08:36:24.158264Z,6,1,120,1938,1,5,5,93,161,,93,,,,,,,,12,,,2,1,2,7,2,,K,1,31,0,POINT Z(719720.86 6187339.38 0),5
25,173,2017-08-28T08:36:28.361561Z,2017-08-28T08:36:28.361561Z,6,1,120,1890,1,5,2,104,129,,104,,,,,,,,,,,1,1,2,7,,,K,1,31,0,POINT Z(719922.76 6186943.93 0),5
25,173,2017-08-28T08:36:39.955796Z,2017-08-28T08:36:39.955796Z,6,1,120,1922,1,5,5,145,238,,145,,,,,,,,10,,,5,1,2,7,2,,M,1,31,0,POINT Z(719265.16 6187487.02 0),5
25,173,2017-08-28T08:36:40.580816Z,2017-08-28T08:36:40.580816Z,6,1,120,1952,1,5,2,165,140,,165,,,,29,,,,,,,2,1,2,7,,,K,1,31,0,POINT Z(719567.28 6187231.43 0),5
25,173,2017-08-28T08:36:46.215913Z,2017-08-28T08:36:46.215913Z,6,1,120,1912,1,4,5,82,129,,82,,,,,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(718977.6 6187684.19 0),5
25,173,2017-08-28T08:36:48.896716Z,2017-08-28T08:36:48.896716Z,6,1,120,1925,1,3,2,115,163,,115,,,,,,,,,,,2,1,2,3,,,K,1,31,0,POINT Z(719678.04 6187270.91 0),5
25,173,2017-08-28T08:36:50.010976Z,2017-08-28T08:36:50.010976Z,6,1,120,1950,1,5,5,142,212,,142,,,,,,,,,,,5,1,2,7,1,,K,1,31,0,POINT Z(719637.99 6187069.82 0),5
25,173,2017-08-28T08:36:56.365681Z,2017-08-28T08:36:56.365681Z,6,1,120,1948,5,5,5,117,117,,117,,,,,,,,,,,5,1,2,7,2,,K,1,31,0,POINT Z(719675.43 6187694.34 0),5
25,173,2017-08-28T08:36:58.982616Z,2017-08-28T08:36:58.982616Z,6,1,120,1918,1,5,2,179,273,,179,,,,21,,,,,,,2,1,2,7,1,,K,1,31,0,POINT Z(719349.51 6187548.25 0),5
25,173,2017-08-28T08:37:07.434151Z,2017-08-28T08:37:07.434151Z,6,1,120,1941,1,5,2,168,161,53,168,,,,,,,,,,,2,1,2,7,,,K,1,31,0,POINT Z(719473.39 6187667.38 0),5
25,173,2017-08-28T08:37:10.53959Z,2017-08-28T08:37:10.53959Z,6,1,120,1942,1,5,2,115,159,,115,,,,24,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(719701.3 6187405.3 0),5
25,173,2017-08-28T08:37:13.063057Z,2017-08-28T08:37:13.063057Z,6,1,120,1960,1,1,2,118,118,,118,,,,,,,,,,,2,1,2,7,2,,K,1,31,0,POINT Z(719728.59 6187426.44 0),5
25,173,2017-08-28T08:37:14.588671Z,2017-08-28T08:37:14.588671Z,6,1,120,1910,1,3,5,144,144,,144,,,,,,,,,,,5,1,2,7,90,,K,1,31,0,POINT Z(718813.65 6187016.62 0),5
25,173,2017-08-28T08:37:17.190562Z,2017-08-28T08:37:17.190562Z,6,1,120,2010,1,4,2,164,164,,164,,,,,,,,33,,,2,1,2,7,1,,K,1,31,0,POINT Z(718685.3 6187519.9 0),5
25,173,2017-08-28T08:37:22.364736Z,2017-08-28T08:37:22.364736Z,6,1,120,1925,1,5,5,98,149,,98,,,,17,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(719947.32 6186932.04 0),5
25,173,2017-08-28T08:37:35.208339Z,2017-08-28T08:37:35.208339Z,6,1,120,1940,5,2,2,130,130,,130,,,,,,,,18,,,2,1,7,1,2,,K,1,31,0,POINT Z(719674.51 6187724.62 0),5
25,173,2017-08-28T08:37:39.249918Z,2017-08-28T08:37:39.249918Z,6,1,120,1961,1,3,5,159,159,,159,,,,,,,,23,,,2,1,2,7,5,,K,1,31,0,POINT Z(719644.38 6187593.38 0),5
25,173,2017-08-28T08:37:39.765572Z,2017-08-28T08:37:39.765572Z,6,1,120,1987,1,4,2,200,200,,200,,,,,,,,,,,2,1,2,7,2,,K,1,31,0,POINT Z(719507.12 6187424.27 0),5
25,173,2017-08-28T08:37:43.370145Z,2017-08-28T08:37:43.370145Z,6,1,120,1928,1,5,2,77,138,,77,,,,,,,,,,,2,1,2,7,,,K,1,31,0,POINT Z(720004.52 6186996.94 0),5
25,173,2017-08-28T08:37:52.829044Z,2017-08-28T08:37:52.829044Z,6,1,120,1956,2,5,2,76,118,,76,,,,,,,,,,,2,1,2,7,5,,K,1,31,0,POINT Z(719525.75 6187585.24 0),5
25,173,2017-08-28T08:37:56.079134Z,2017-08-28T08:37:56.079134Z,6,1,120,1936,1,5,5,89,99,,89,,,,,,,,,,,2,1,2,3,,,K,1,31,0,POINT Z(718637.89 6187456.75 0),5
25,173,2017-08-28T08:38:01.641805Z,2017-08-28T08:38:01.641805Z,6,1,120,1936,1,5,2,99,99,,99,,,,,,,,,,,2,1,2,3,2,,K,1,31,0,POINT Z(718661.01 6187472.67 0),5
25,173,2017-08-28T08:38:05.417825Z,2017-08-28T08:38:05.417825Z,6,1,120,2015,1,5,2,159,172,,159,,35,,,,,,23,,,2,1,2,7,,,K,1,31,0,POINT Z(719592.57 6187119.01 0),5
25,173,2017-08-28T08:38:08.066907Z,2017-08-28T08:38:08.066907Z,6,1,120,1996,1,4,5,183,183,,183,,,,,,,,,,,5,1,2,7,5,,K,1,31,0,POINT Z(719540.1 6187410.36 0),5
25,173,2017-08-28T08:38:09.561704Z,2017-08-28T08:38:09.561704Z,6,1,120,1922,1,5,5,82,111,,82,,,17,,,,,,,,5,1,2,7,2,,K,1,31,0,POINT Z(718806.63 6188077.3 0),5
25,173,2017-08-28T08:38:12.749311Z,2017-08-28T08:38:12.749311Z,6,1,120,1914,1,5,2,216,216,,150,,,,,,,,8,,,2,2,2,7,2,,K,1,31,0,POINT Z(719628.49 6187694.94 0),5
25,173,2017-08-28T08:38:20.481876Z,2017-08-28T08:38:20.481876Z,6,1,120,1934,1,5,5,80,164,,80,,,,,,,,18,,,5,1,2,3,2,,K,1,31,0,POINT Z(718828.72 6188057.96 0),5
25,173,2017-08-28T08:38:25.761275Z,2017-08-28T08:38:25.761275Z,6,1,120,1979,1,5,2,109,181,,109,,,,,,,,,,,2,1,2,7,2,,K,1,31,0,POINT Z(719634.25 6187169.45 0),5
25,173,2017-08-28T08:38:29.707678Z,2017-08-28T08:38:29.707678Z,6,1,120,1920,1,2,5,125,138,,125,,,,,,,,,,,2,1,2,7,,,K,1,31,0,POINT Z(719233.72 6186361.66 0),5
25,173,2017-08-28T08:38:30.270204Z,2017-08-28T08:38:30.270204Z,6,1,120,1875,4,7,2,129,210,,129,,,,,,,,,,,5,1,2,7,2,,K,1,31,0,POINT Z(719858.58 6186896.43 0),5
25,173,2017-08-28T08:38:36.305661Z,2017-08-28T08:38:36.305661Z,6,1,120,1916,1,5,1,188,151,37,129,,,,,,,,,,,1,2,2,7,2,,K,1,31,0,POINT Z(719649.28 6187370.56 0),5
25,173,2017-08-28T08:38:37.868229Z,2017-08-28T08:38:37.868229Z,6,1,120,1940,5,2,5,178,178,,178,,,,,,,,,,,5,1,2,7,5,,K,1,31,0,POINT Z(719705.44 6187788.51 0),5
25,173,2017-08-28T08:38:40.350508Z,2017-08-28T08:38:40.350508Z,6,1,120,1964,1,2,5,147,147,,147,,,,,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(719648.12 6187749.22 0),5
25,173,2017-08-28T08:38:43.963859Z,2017-08-28T08:38:43.963859Z,6,1,120,1955,1,5,1,203,206,,203,,,,,,,,,,,5,1,2,7,5,,K,1,31,0,POINT Z(719395.31 6187512.69 0),5
25,173,2017-08-28T08:38:45.088882Z,2017-08-28T08:38:45.088882Z,6,1,120,1941,1,5,5,90,120,,90,,,,,,,,16,,,5,1,2,7,2,,K,1,31,0,POINT Z(718731.55 6188152.17 0),5
25,173,2017-08-28T08:38:48.14404Z,2017-08-28T08:38:48.14404Z,6,1,120,1995,1,5,5,175,175,,175,,,,,,,,,,,2,1,2,7,,,K,1,31,0,POINT Z(719683.43 6187413.11 0),5
25,173,2017-08-28T08:38:55.019272Z,2017-08-28T08:38:55.019272Z,6,1,120,1900,1,5,5,89,132,,89,,,,,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(719922.7 6186957.52 0),5
25,173,2017-08-28T08:38:56.168779Z,2017-08-28T08:38:56.168779Z,6,1,120,1943,2,2,5,74,74,,74,,,,,,,,11,,,5,1,2,3,,,K,1,31,0,POINT Z(719673.48 6187748.5 0),5
25,173,2017-08-28T08:39:01.195458Z,2017-08-28T08:39:01.195458Z,6,1,120,1937,1,5,5,109,213,,109,,,,,,,,,,,5,1,2,7,2,,K,1,31,0,POINT Z(718632.55 6187513.61 0),5
25,173,2017-08-28T08:39:05.034888Z,2017-08-28T08:39:05.034888Z,6,1,120,1918,1,5,2,80,154,,80,,,,,,,,,,,2,2,5,1,2,,K,1,31,0,POINT Z(719410.15 6187664.97 0),5
25,173,2017-08-28T08:39:12.734527Z,2017-08-28T08:39:12.734527Z,6,1,120,1941,1,5,1,85,85,,85,,,,,,,,,,,1,1,2,7,5,,K,1,31,0,POINT Z(719597.95 6187626.12 0),5
25,173,2017-08-28T08:39:13.781409Z,2017-08-28T08:39:13.781409Z,6,1,120,1985,1,5,2,81,135,,81,,,,,,,,,,,2,1,2,7,,,K,1,31,0,POINT Z(719895.51 6186894.11 0),5
25,173,2017-08-28T08:39:14.404625Z,2017-08-28T08:39:14.404625Z,6,1,120,1959,1,2,5,206,136,,103,70,,,,,,,24,,,5,2,2,7,2,,K,1,31,0,POINT Z(719875.19 6186760.03 0),5
25,173,2017-08-28T08:39:19.507145Z,2017-08-28T08:39:19.507145Z,6,3,120,1895,4,7,5,41,41,,41,,,,,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(719818.04 6186771.44 0),5
25,173,2017-08-28T08:39:22.032535Z,2017-08-28T08:39:22.032535Z,6,1,120,1795,1,5,5,78,120,,78,,,,,,,,,,,2,1,2,7,,,K,1,31,0,POINT Z(719707.16 6186808.76 0),5
25,173,2017-08-28T08:39:26.096942Z,2017-08-28T08:39:26.096942Z,6,1,120,1960,1,3,2,122,122,,122,,,,,,,,,,,2,1,2,7,2,,K,1,31,0,POINT Z(718737.63 6188003.86 0),5
25,173,2017-08-28T08:39:26.6907Z,2017-08-28T08:39:26.6907Z,6,1,120,1979,1,4,2,209,209,,209,,,,,,,,,,,2,1,2,7,,,K,1,31,0,POINT Z(719443.62 6187869.77 0),5
25,173,2017-08-28T08:39:27.893856Z,2017-08-28T08:39:27.893856Z,6,5,120,1890,4,7,5,72,72,,72,,,,,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(719901.87 6186875.92 0),5
25,173,2017-08-28T08:39:28.503248Z,2017-08-28T08:39:28.503248Z,6,1,120,1958,2,2,5,182,182,,182,,,,,,,,,,,5,1,2,7,2,,K,1,31,0,POINT Z(719556.82 6187659.06 0),5
25,173,2017-08-28T08:39:31.230793Z,2017-08-28T08:39:31.230793Z,6,1,120,1937,1,2,5,160,160,,84,,,,,,,,11,,,5,2,2,7,2,,K,1,31,0,POINT Z(718621.99 6187439.43 0),5
25,173,2017-08-28T08:39:32.956496Z,2017-08-28T08:39:32.956496Z,6,1,120,1987,1,5,2,95,155,,95,,,,,,,,,,,2,1,7,1,1,,K,1,31,0,POINT Z(719857.93 6186928.55 0),5
25,173,2017-08-28T08:39:35.112822Z,2017-08-28T08:39:35.112822Z,6,1,120,1935,1,5,2,79,132,,79,,,,,,,,,,,2,1,2,7,,,K,1,31,0,POINT Z(718715.4 6187444.87 0),5
25,173,2017-08-28T08:39:36.222207Z,2017-08-28T08:39:36.222207Z,6,1,120,1927,4,5,5,112,163,,112,,,,18,,,,,,,5,1,2,7,5,,K,1,31,0,POINT Z(718860.2 6187958.01 0),5
25,173,2017-08-28T08:39:44.827544Z,2017-08-28T08:39:44.827544Z,6,1,120,1900,1,5,5,87,132,,87,,,,,,,,,,,5,1,2,7,90,,K,1,31,0,POINT Z(719734.03 6186801.95 0),5
25,173,2017-08-28T08:39:46.905741Z,2017-08-28T08:39:46.905741Z,6,1,120,1963,1,5,1,149,149,,149,,,,,,,,,,,1,1,2,7,,,K,1,31,0,POINT Z(719519.66 6187784.22 0),5
25,173,2017-08-28T08:40:11.862137Z,2017-08-28T08:40:11.862137Z,6,1,120,1938,1,5,5,149,207,,149,,,,,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(718904.95 6187680.24 0),5
25,173,2017-08-28T08:40:15.62621Z,2017-08-28T08:40:15.62621Z,6,1,120,1910,1,5,5,108,141,44,108,,,,,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(719599.71 6186563.49 0),5
25,173,2017-08-28T08:40:29.705367Z,2017-08-28T08:40:29.705367Z,6,1,120,2003,1,4,5,148,148,,148,,,,,,,,,,,5,1,2,7,1,,K,1,31,0,POINT Z(718905.59 6187606.12 0),5
25,173,2017-08-28T08:40:34.324194Z,2017-08-28T08:40:34.324194Z,6,1,120,1967,1,5,5,132,132,,132,,,,,,,,,,,5,1,2,7,2,,K,1,31,0,POINT Z(718894.71 6187934.41 0),5
25,173,2017-08-28T08:40:34.739655Z,2017-08-28T08:40:34.739655Z,6,1,120,1937,1,5,1,70,120,,70,,,,,,,,,,,1,1,2,7,,,K,1,31,0,POINT Z(719635.19 6187864.1 0),5
25,173,2017-08-28T08:40:39.590038Z,2017-08-28T08:40:39.590038Z,6,1,120,2004,1,4,5,174,148,,174,,,26,,,,,,,,5,1,2,7,90,,K,1,31,0,POINT Z(718949.09 6187601.94 0),5
25,173,2017-08-28T08:40:49.920761Z,2017-08-28T08:40:49.920761Z,6,1,120,1951,1,5,5,114,110,,114,,,4,,,,,5,,,5,1,2,7,2,,K,1,31,0,POINT Z(719605 6187557.73 0),5
25,173,2017-08-28T08:40:55.002711Z,2017-08-28T08:40:55.002711Z,6,1,120,1987,1,5,2,114,175,,114,,,,,,,,,,,2,1,2,7,90,,K,1,31,0,POINT Z(719876.31 6186922.93 0),5
25,173,2017-08-28T08:40:59.184822Z,2017-08-28T08:40:59.184822Z,6,1,120,1923,1,5,5,100,144,,100,,,,,,,,,,,5,1,2,7,2,,K,1,31,0,POINT Z(719669.51 6187204.52 0),5
25,173,2017-08-28T08:41:00.229518Z,2017-08-28T08:41:00.229518Z,6,1,120,1952,1,5,5,166,170,,166,,,,,,,,,,,5,1,2,7,90,,K,1,31,0,POINT Z(718928.62 6187596.34 0),5
25,173,2017-08-28T08:41:08.252638Z,2017-08-28T08:41:08.252638Z,6,1,120,1935,1,2,2,142,142,,70,,,,,,,,,,,2,2,2,7,,,K,1,31,0,POINT Z(718768.24 6187466.9 0),5
25,173,2017-08-28T08:41:09.343964Z,2017-08-28T08:41:09.343964Z,6,1,120,1921,2,3,2,148,122,,148,,,,26,,,,,,,2,1,2,7,,,K,1,31,0,POINT Z(719726.02 6187151.18 0),5
25,173,2017-08-28T08:41:13.004378Z,2017-08-28T08:41:13.004378Z,6,1,120,1936,1,2,5,75,75,,75,,,,,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(719702.46 6187335.36 0),5
25,173,2017-08-28T08:41:13.984699Z,2017-08-28T08:41:13.984699Z,6,1,120,1948,1,5,1,110,117,,110,,,,,,,,,,,2,1,2,3,2,,K,1,31,0,POINT Z(719597.93 6187611 0),5
